"_alternate_title","_api_name","_cover_image","_dir","_director","_episode_count","_episode_length","_finished_airing","_genres","_rating_1","_rating_2","_reponse","_show_type","_started_airing","_status","_synopsis","_title","_type","_url","_votes","_year"
"Tegami Bachi","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/004/564/large/4564.jpg?1408452903","Tegami Bachi","","25","20","2010-03-27","[{'name': 'Adventure'}, {'name': 'Supernatural'}, {'name': 'Fantasy'}]","3.76633369605546","","","TV","2009-10-03","Finished Airing","Apparently abandoned by his mother, orphan Lag Seeing is taken as a ""letter"" by ""Letter Bee"" Gauche Suede to a town where his aunt raises him. His affection and admiration for Gauche give Lag the ambition to become a Letter Bee himself, carrying mail through the dangerous wasteland between towns on his world. When he becomes a teenager, he makes the trip to the capital to take the examination to become a trainee Letter Bee. En route, he meets the strange, powerful girl-like creature Niche, who becomes his ""dingo,"" a Letter Bee's travelling companion. Lag yearns to find his mother, and discover why she abandoned him, if she did.
[Source: ANN]","Letter Bee","anime","https://hummingbird.me/anime/tegami-bachi-letter-bee","",""
"None","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/017/large/roT0fQI.jpg?1416849841","Texhnolyze","","22","23","2003-09-25","[{'name': 'Action'}, {'name': 'Drama'}, {'name': 'Sci-Fi'}, {'name': 'Psychological'}]","3.89703995945078","","","TV","2003-04-17","Finished Airing","In a man-made underground society, descendants of a banished generation vie for control of the crumbling city of Lux. Ichise, an orphan turned prize fighter, loses a leg and an arm to satisfy an enraged fight promoter. On the brink of death he is taken in by a young woman doctor and used as a guinea pig for the next evolution of Texhnolyze. With his new limbs, Ichise is taken under the wing of Oonishi, a powerful leader of Organ, an organization with some hold on Lux. As Ichise is drawn deeper into a war for territorial control of the city, he learns of his possible future from the young girl prophet Ran, who guides him from the shadows in his darkest times. With the explosion of the warfare, Ichise must uncover the truth about Lux and fight for his survival as he realizes his destiny. 
(Source: ANN)","Texhnolyze","anime","https://hummingbird.me/anime/texhnolyze","",""
"Yojouhan Shinwa Taikei","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/005/122/large/news_xlarge_4jouhanshinwataikei.jpg?1421165154","The Tatami Galaxy","","11","23","2010-07-02","[{'name': 'Mystery'}, {'name': 'Romance'}, {'name': 'Psychological'}]","4.35012533039461","","","TV","2010-04-23","Finished Airing","When a college dropout stops for a late night bite at a mysterious ramen stand, he crosses paths with a self-proclaimed deity of matrimony. This bizarre meeting sends the young man hurtling through a horrifying flashback to his not-so-glorious college days when the influence of a cruel new friend turned him from a hopeless romantic into a mischievous âblack cupid.â

(Source: FUNimation)","The Tatami Galaxy","anime","https://hummingbird.me/anime/the-tatami-galaxy","",""
"The Vision of Escaflowne","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/159/large/tzmjbh.jpg?1425430954","The Vision of Escaflowne","","26","24","1996-09-24","[{'name': 'Adventure'}, {'name': 'Fantasy'}, {'name': 'Romance'}, {'name': 'Mecha'}]","3.91911434573663","","","TV","1996-04-02","Finished Airing","High school student Hitomi is transported from Earth to the magical world of Gaea, where she meets boy prince Van Fanel, and is caught up in his quest to unite the countries of Gaea against the ominous Zaibach empire. On the way, she discovers a hidden ability and strives to unravel layers of mystery surrounding Van, his past, and the giant machine known as Escaflowne. 
(Source: ANN)","Escaflowne","anime","https://hummingbird.me/anime/escaflowne","",""
"A Certain Scientific Railgun","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/004/478/large/174643855201409251537411405994033135_038.jpg?1416731046","To Aru Kagaku no Railgun","","24","24","2010-03-20","[{'name': 'Action'}, {'name': 'Sci-Fi'}, {'name': 'Fantasy'}, {'name': 'Super Power'}]","3.96538527014404","","","TV","2009-10-03","Finished Airing","Academy City is a highly developed place in terms of technology. It is said to be 20 to 30 years ahead of the rest of the world, and 80% of its 2.3 million residents are students. The focus of studies here is directed towards esper powers. Misaka Mikoto, one of the top level espers in town, shares a room with Kuroko Shirai, another high level esper who is a member of Judgement, a law enforcing agency composed of students. Both attend Tokiwadai, a private school reserved for the high-leveled and the rich. Kuroko's partner at Judgement, Kazari Uiharu, is a low level esper who studies at Sakugawa middle school. Her best friend and classmate there is Ruiko Saten, a level zero, one who has no esper powers. Together, the four encounter several adventures in the exciting scientific town. 
(Source: ANN)","Toaru Kagaku no Railgun","anime","https://hummingbird.me/anime/toaru-kagaku-no-railgun","",""
"A Certain Magical Index","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/003/725/large/To_Aru_Majutsu_no_Index.jpg?1416731041","To Aru Majutsu No Index","","24","23","2009-03-19","[{'name': 'Action'}, {'name': 'Sci-Fi'}, {'name': 'Magic'}, {'name': 'Super Power'}]","3.80867475156437","","","TV","2008-10-05","Finished Airing","Set in a city of scientifically advanced superhuman students, but in a world where magic is also real. Touma Kamijouâs right hand, the Imagine Breaker, will negate all magic, psychic, or divine powers, but not his own bad luck. One day he finds a young girl hanging on his balcony railing. She turns out to be a nun from the Church of England, and her mind has been implanted with the Index-Librorum-Prohibitorum - all the magical texts the Church has removed from circulation.","Toaru Majutsu no Index","anime","https://hummingbird.me/anime/toaru-majutsu-no-index","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/008/271/large/tghoul.jpg?1416240363","Tokyo Ghoul","","12","24","2014-09-19","[{'name': 'Action'}, {'name': 'Drama'}, {'name': 'Mystery'}, {'name': 'Supernatural'}, {'name': 'Fantasy'}, {'name': 'Horror'}, {'name': 'Psychological'}]","4.02328931498761","","","TV","2014-07-04","Finished Airing","The suspense horror/dark fantasy story is set in Tokyo, which is haunted by mysterious ""ghouls"" who are devouring humans. People are gripped by the fear of these ghouls whose identities are masked in mystery. An ordinary college student named Kaneki encounters Rize, a girl who is an avid reader like him, at the cafĂŠ he frequents. Little does he realize that his fate will change overnight.

(Source: ANN)","Tokyo Ghoul","anime","https://hummingbird.me/anime/tokyo-ghoul","",""
"ef - a tale of melodies","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/003/784/large/efmelo_logo.jpg?1434474508","Ef - A Tale of Melodies!","","12","24","2008-12-23","[{'name': 'Drama'}, {'name': 'Mystery'}, {'name': 'Supernatural'}, {'name': 'Romance'}]","4.03351412895359","","","TV","2008-10-07","Finished Airing","The anime once again tells two stories. The first story takes place in the past. Himura Yuu meets a girl, Amamiya Yuuko who seems to know him, but he doesn't know her. However, he soon remembers that she was a girl whom he knew from long ago. Yuuko then tells him something which he never knew. He was her first love since then, and her first love has not ended yet. The second story takes place in the present, just after the events of ef - A Tale of Memories. Shuuichi Kuze meets the cousin of Aso Renji, Hayama Mizuki and spends a lot of time with her. Unknown to Mizuki, Kuze had contracted a fatal illness and has little time left to live. Kuze had decided to break all romantic ties, but things go bad when Mizuki tells him that she loves him.
[Source: ANN]","ef - a tale of melodies.","anime","https://hummingbird.me/anime/ef-a-tale-of-melodies","",""
"ef - a tale of memories","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/002/649/large/2649.jpg?1408447280","Ef - A Tale of Memories","","12","24","2007-12-23","[{'name': 'Drama'}, {'name': 'Mystery'}, {'name': 'Romance'}]","4.02875043407404","","","TV","2007-10-07","Finished Airing","On Christmas Eve, Hiro Hirono's bike is stolen by a girl chasing a thief who stole her purse. He gives chase and finds her unconscious and his bike ruined. The girl, Miyako Miyamura, soon awakes and the two begin to talk. After making sure she is okay, they end up spending Christmas Eve together. Later, Hiro finds out Miyako attends the same school as him and they begin to spend more and more time together, Miyako developing affections for Hiro. Kei Shindou -- Hiro's childhood friend who has long held a crush on him -- begins to become jealous and a love triangle follows. 
The series also tells the story of Renji Asou. One day, he meets Chihiro Shindou, the twin sister of Kei Shindou, at an abandoned train station. Even though she's very shy, they get along pretty well and begin meeting at the same spot everyday. However, Renji finds out that Chihiro was in a car accident years ago and as a consequence she suffers from a disability: her memory lasts only 13 hours. Nevertheless, after learning that Chihiro's dream is to write a novel, Renji finally decides to help her fulfill her dream while also trying to make her overcome the difficulties imposed by her condition. ","ef - a tale of memories.","anime","https://hummingbird.me/anime/ef-a-tale-of-memories","",""
"None","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/006/741/large/6741.jpg?1408459273","Eureka Seven AO","","24","24","2012-11-20","[{'name': 'Action'}, {'name': 'Adventure'}, {'name': 'Drama'}, {'name': 'Sci-Fi'}, {'name': 'Mecha'}]","3.26850433930845","","","TV","2012-04-13","Finished Airing","The story is set on Okinawa's isolated island of Iwado, which has seen a growing movement advocating a return to an autonomous government. Ao Fukai, a 12-year-old boy with a missing father, lives on the island with an old doctor named Toshio and is about to enter middle school. Ao's mother was taken away a decade ago by unknown individuals. Naru Arata, Ao's 12-year-old childhood friend and the story's heroine, lives with her father, older sister, and grandmother. She has a ""Yuta"" power awakened within her due to an incident when she was young. A mysterious entity called ""Secret"" suddenly appears and launches an attack on the Scub Coral lifeform on the island. Ao launches a certain military FP called ""Nirvash"" aboard a Japanese military transport in his fervent desire to protect the island. 
(Source: FUNimation) ","Eureka Seven AO","anime","https://hummingbird.me/anime/eureka-seven-ao","",""
"Time of Eve","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/007/661/large/Eve.no.Jikan.full.1016827.jpg?1428540408","Eve no Jikan","","6","17","2009-09-18","[{'name': 'Sci-Fi'}, {'name': 'Slice of Life'}]","4.21754482008527","","","ONA","2008-08-01","Finished Airing","The future, probably Japan. Robots have long been put into practical use, and androids have just come into use.
Influenced by the Robot Ethics Committee, it's become common sense for people to treat androids like household appliances. Their appearance - indistinguishable from humans except for the ring over each android's head - has led some people to empathize unnecessarily with androids. Known as ""android-holics"", such people have become a social problem.
Rikuo, a high school student, has been taught from childhood that androids are not to be viewed as humans, and has always used them as convenient tools. One day Rikuo discovers some strange data in the behavior records of his family's household android, Sammy.
Rikuo and his friend Masaki trace Sammy's movements, only to discover a mysterious cafĂŠ that features a house rule that ""humans and robots are to be treated the same""...
(Source: Official Website - English)","Eve no Jikan","anime","https://hummingbird.me/anime/eve-no-jikan","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/004/554/large/4554.jpg?1408452879","Exaella","","1","47","None","[{'name': 'Comedy'}]","0.0","","","OVA","1989-08-16","Finished Airing","The story began when Mary was invited to a palace, after Jane, who was her class-mate, got married with young King Edward. 
Somebody was going to kill both Mary and Jane. Who were behind the plan? Was there a coup d'etat plan toward the royal family? 
Who should be trusted?","Cinderella Express","anime","https://hummingbird.me/anime/cinderella-express","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/004/676/large/1359285144_ced40a6b0022a466db175962c8aa26c3.jpg?1416268164","Fairy Tail","","175","24","2013-03-30","[{'name': 'Action'}, {'name': 'Adventure'}, {'name': 'Comedy'}, {'name': 'Magic'}, {'name': 'Fantasy'}]","4.00555713184518","","","TV","2009-10-12","Finished Airing","Lucy is a 17-year-old girl, who wants to be a full-fledged mage. One day when visiting Harujion Town, she meets Natsu, a young man who gets sick easily by any type of transportation. But Natsu isn't just any ordinary kid, he's a member of one of the world's most infamous mage guilds: Fairy Tail.
[Source: ANN]","Fairy Tail","anime","https://hummingbird.me/anime/fairy-tail","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/323/large/irvXBWz58WtYl.jpg?1416268420","Fate Stay Night","","24","24","2006-06-17","[{'name': 'Action'}, {'name': 'Magic'}, {'name': 'Supernatural'}, {'name': 'Fantasy'}, {'name': 'Romance'}]","3.58344507717448","","","TV","2006-01-07","Finished Airing","Raised by a mysterious sorcerer after the horrific death of his parents, Shiro Emiya has only just begun to help others using the small tidbits of magic that he's learned. However, when he's suddenly caught in a battle between two more powerful Magus, Shiro finds himself performing a spell above his expected ability, summoning the beautiful spirit warrior Saber to protect him! But safety is only momentary as Shiro and Saber now find themselves thrust into in a secret world of dark magic and deadly challenges: a no-holds barred duel to the death known as the Holy Grail War! At stake: a prize of unimaginable power. But can the inexperienced Shiro and Saber survive long enough to even enter the contest? First they'll have to withstand waves of treachery and assassination, even as Shiro scrambles to learn everything he'll need to know to stay alive as seven teams of Magus and Spirit Servants face off in mortal combat! 
(Source: Sentai Filmworks) ","Fate/stay night","anime","https://hummingbird.me/anime/fate-stay-night","",""
"Fate/stay night - Unlimited Blade Works","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/004/788/large/fate_stay_night_438.jpg?1439074735","Fate Stay Night - Unlimited Blade Works","","1","100","None","[{'name': 'Action'}, {'name': 'Magic'}, {'name': 'Supernatural'}, {'name': 'Fantasy'}]","3.66924072266884","","","Movie","2010-01-23","Finished Airing","This is the adaptation of the 2nd route of the popular visual novel: Fate/Stay Night. In this route, Tohsaka Rin will be the major female character. Revelations about Shirou and his destiny will be made.

(Source: AnimeNfo)","Fate/stay night: Unlimited Blade Works","anime","https://hummingbird.me/anime/fate-stay-night-unlimited-blade-works","",""
"Fooly Cooly","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/202/large/flcl.jpg?1416333917","FLCL","","6","25","2001-03-16","[{'name': 'Action'}, {'name': 'Comedy'}, {'name': 'Sci-Fi'}, {'name': 'Dementia'}, {'name': 'Mecha'}, {'name': 'Parody'}]","4.07475981514069","","","OVA","2000-04-26","Finished Airing","Naota is a normal Japanese 6th grade boy (although a little cynical), but when his older brother leaves for America to play baseball, his brother leaves his homeless 17 year old girlfriend Mamimi behind. Mamimi is sending mixed signals and advances to Naota, and he doesn't know what to do about her. But to make matters worse, Naota's world is totally turned upside down when he is run over by a woman on a Vespa. During their first encounter, she hits him over the head with her bass guitar, which then causes a horn to grow out of his forehead. She calls herself ""Haruko"" and her presence changes Naota's life to even further insanity.

(Source: ANN)","FLCL","anime","https://hummingbird.me/anime/flcl","",""
"None","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/001/567/large/1567.jpg?1408444364","Freedom","","7","27","2008-05-23","[{'name': 'Action'}, {'name': 'Adventure'}, {'name': 'Sci-Fi'}]","3.7572561374057","","","OVA","2006-11-24","Finished Airing","In the year 2041, mankind created their first space colony on the moon. But after a freak cataclysm devastated human civilisation on Earth, the republic of the moon built a domed megalopolis known as Eden. Now in the year 2267, a boy called Takeru spends his time engaging in hover-craft races against rival street gangs, unaware that he is about to embark in the journey of unearthing Eden's origin.

(Source: ANN)","Freedom","anime","https://hummingbird.me/anime/freedom","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/052/large/I0vOBMR.jpg?1416240691","Full Metal Panic Fumoffu!","","12","24","2003-10-18","[{'name': 'Action'}, {'name': 'Comedy'}, {'name': 'School'}]","4.1500441090932","","","TV","2003-08-26","Finished Airing","It's back-to-school mayhem with Kaname Chidori and her war-freak classmate Sousuke Sagara as they encounter more misadventures in and out of Jindai High School. But when Kaname gets into some serious trouble, Sousuke takes the guise of Bonta-kun - the gun-wielding, butt-kicking mascot. And while he struggles to continue living as a normal teenager, Sousuke also has to deal with protecting his superior officer Teletha Testarossa, who has decided to take a vacation from Mithril and spend a couple of weeks as his and Kaname's classmate.
(Source: ANN)","Full Metal Panic? Fumoffu","anime","https://hummingbird.me/anime/full-metal-panic-fumoffu","",""
"Ga-Rei-Zero","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/003/763/large/qv2SAtR.jpg?1417748130","Ga-Rei Zero","","12","23","2008-12-22","[{'name': 'Action'}, {'name': 'Thriller'}, {'name': 'Super Power'}]","3.83321833797186","","","TV","2008-10-06","Finished Airing","""Will you kill someone you love because of love?""
The Japanese Ministry of Defense has an anti-paranormal special forces group called the Supernatural Disaster Prevention Office. They are the ones responsible to protect Japanese soil and its people from supernatural and paranormal events. However, things didn't go so well in one of their missions...
(Source: ANN)
This series is a prequel to the manga series, Ga-Rei.","Ga-Rei: Zero","anime","https://hummingbird.me/anime/ga-rei-zero","",""
"The Count of Monte Cristo","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/214/large/LZwdTSS.jpg?1416839937","Gankutsuou","","24","24","2005-03-30","[{'name': 'Drama'}, {'name': 'Sci-Fi'}, {'name': 'Mystery'}, {'name': 'Supernatural'}, {'name': 'Thriller'}]","4.20310219271544","","","TV","2004-10-06","Finished Airing","Trying to escape his uneventful life, Albert, the son of a renowned general from Paris, makes a journey with his friend Franz. During his travels, he meets an immensely wealthy nobleman named The Count of Monte Cristo. Living in luxurious hotels, surrounded by beautiful women and strong bodyguards, the charming but enigmatic count fascinates Albert. Albert invites the count to join the high society of Paris. However, unknown to Albert, his father had once framed the count and took the Count's fiancee as his own. (Source: ANN)","Gankutsuou","anime","https://hummingbird.me/anime/gankutsuou","",""
"Koukaku Kidoutai: Stand Alone Complex","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/429/large/BcltBwg.jpg?1417748226","Ghost In The Shell Stand Alone Complex","","26","25","2003-03-25","[{'name': 'Action'}, {'name': 'Sci-Fi'}, {'name': 'Police'}, {'name': 'Military'}, {'name': 'Mecha'}]","4.35559189141654","","","TV","2002-10-01","Finished Airing","In the future, life between the digital and physical world has been blurred. The boundary of technology and humanity has been stretched beyond imagination with lives being led in both the electronic and physical worlds. With the melding of man and machine, a new cybernetic level of existence is being created â an existence that continues to redefine mankind.

(Source: ANN)","Ghost in the Shell: Stand Alone Complex","anime","https://hummingbird.me/anime/ghost-in-the-shell-stand-alone-complex","",""
"Brynhildr in the Darkness","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/007/996/large/img_0.jpg?1408463180","Gokukoku no Brynhildr","","13","24","2014-06-29","[{'name': 'Drama'}, {'name': 'Sci-Fi'}, {'name': 'Mystery'}, {'name': 'Fantasy'}, {'name': 'Romance'}]","3.27096842465196","","","TV","2014-04-06","Finished Airing","When he was a child, Murakami was infatuated with a girl he called Kuroneko. She insisted on knowing about aliens and having met them, but no one believed her, even young Murakami was skeptical. One day, she decides to show him the aliens, but an accident occurs and Kuroneko dies while Murakami is left seriously wounded in the hospital.
Years go by and Murakami obsesses on finding proof of the existence of aliens because of a promise he had made with Kuroneko. Then, one day, a new transfer student comes to his class, who not only looks a lot like Kuroneko, but is named Kurohaneko!
And even though she insists on never having met Murakami before, the girl has superhuman strength and seems to even be able to predict the future!
How will Murakami's life change now that he has been saved by this mysterious girl that claims to be a magician?
(Source: MU)","Gokukoku no Brynhildr","anime","https://hummingbird.me/anime/gokukoku-no-brynhildr","",""
"None","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/003/900/large/3900.jpg?1408451010","Guin Saga","","26","24","2009-09-27","[{'name': 'Adventure'}, {'name': 'Fantasy'}]","3.58198668316777","","","TV","2009-04-05","Finished Airing","The ancient kingdom of Parros has been invaded by the armies of Mongaul, and its king and queen have been slain. But the ""twin pearls of Parros,"" the princess Rinda and the prince Remus, escape using a strange device hidden in the palace. Lost in Roodwood, they are rescued from Mongaul soldiers by a strange leopard-headed man, who has no memories except for the words ""Aurra"" and ""Guin,"" which he believes to be his name.
(Source: ANN)","Guin Saga","anime","https://hummingbird.me/anime/guin-saga","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/004/911/large/gunbuster_renewal_ex_poster.jpg?1416335347","Gunbuster","","3","2","2005-04-07","[{'name': 'Mecha'}]","3.16713757351352","","","Special","2004-05-14","Finished Airing","A series of shorts related to Gunbuster.","Gunbuster Renewal EX","anime","https://hummingbird.me/anime/gunbuster-renewal-ex","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/002/346/large/mobile-suit-gundam-00-53727764526ba.jpg?1444053456","Gundam 00","","25","24","2008-03-29","[{'name': 'Action'}, {'name': 'Drama'}, {'name': 'Sci-Fi'}, {'name': 'Military'}, {'name': 'Mecha'}]","4.10803882925973","","","TV","2007-10-06","Finished Airing","It is the year A.D. 2307. Fossil fuels on Earth have been depleted entirely, with mankind turning to the next available power source: solar energy. During this time, 3 orbital elevators with solar power generation systems are built, each under control by the Union (formerly United States of America), the Human Reformist Alliance (Russia, China and India) and the AEU (Europe). However, not all countries are able to enjoy the benefits of this system, leading to widespread resentment and war. Arising out of the conflict, a mysterious non-profit military organization known as Celestial Being appears, dedicated to end all warfare using Mobile Suits called Gundam. This begins the stories of Gundam Meisters (pilots) Setsuna F. Seiei, Lockon Stratos, Allelujah Haptism and Tieria Erde as they are thrown into conflict between the 3 superpowers and the other various factions.
(Source: ANN)","Mobile Suit Gundam 00","anime","https://hummingbird.me/anime/mobile-suit-gundam-00","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/007/852/large/1a1.jpg?1416237064","Gundam Build Fighters","","25","25","2014-03-31","[{'name': 'Mecha'}]","4.04791931930665","","","TV","2013-10-07","Finished Airing","The story is set in the near future when GunPla Battles, competitions that pit Gundam plastic models against each other, have become popular worldwide in the ""Second GunPla Boom."" Sei Iori, a first-year middle-school student and the only son of a model shop owner, is talented at building GunPla, but inexperienced in the GunPla Battles. He encounters a mysterious boy named Reiji, who happens to be an accomplished Gundam Fighter. Together, they strive for the GunPla Battle world championships.
(Source: ANN)","Gundam Build Fighters","anime","https://hummingbird.me/anime/gundam-build-fighters","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/072/large/tmwrifi.jpg?1434220185","Gundam Seed","","50","24","2003-09-27","[{'name': 'Action'}, {'name': 'Sci-Fi'}, {'name': 'Military'}, {'name': 'Mecha'}]","3.85739424782715","","","TV","2002-10-05","Finished Airing","C.E. 71: In the midst of war between the Naturals (OMNI) and Coordinators (ZAFT), a unit from ZAFT is dispatched to hijack the Earth Alliance's newly developed mobile suits on the neutral colony of Heliopolis. Orb Civilian Coordinator Kira Yamato attends the technical college on Heliopolis. After ZAFT hijacks 4 of the 5 mobile suits, Kira stumbles upon the last one, Strike, forced to pilot it to save his and his friend's lives. During this confusion, Kira also reunites with his childhood Coordinator friend, Athrun Zala, who ironically turns out to be a ZAFT soldier and one of the hijackers at Heliopolis. Having control of Strike, Kira joins the Earth Alliance boarding the ship known as Archangel, to protect his friends while despairing over becoming the enemy of his childhood friend and people.","Mobile Suit Gundam Seed","anime","https://hummingbird.me/anime/mobile-suit-gundam-seed","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/073/large/14526l.jpg?1408440629","Gundam Seed Destiny","","50","24","2005-10-01","[{'name': 'Drama'}, {'name': 'Sci-Fi'}, {'name': 'Space'}, {'name': 'Romance'}, {'name': 'Military'}, {'name': 'Mecha'}]","3.49643214729889","","","TV","2004-10-09","Finished Airing","C.E. 73: While the second battle of Yachin Due brought the war between the Naturals and Coordinators to a close, tensions between the two races are at an all-time high. During a meeting between PLANT Chairman Gilbert Dullindal and Orb Representative Cagalli Yula Athha, a unit of soldiers hijack ZAFT's newly developed Gundams. ZAFT soldier Shinn Asuka along with his friends at the ZAFT ship Minerva sortie in attempt to deter this hijacking. With the assistance of Cagalli's bodyguard, Athrun Zala, the Minerva chases after the unknown ship that hijacked the Gundams until an even greater problem occurs leading to the start of the second Bloody Valentine war.","Mobile Suit Gundam Seed Destiny","anime","https://hummingbird.me/anime/mobile-suit-gundam-seed-destiny","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/004/525/large/tumblr_mj0vulPWxF1qzxssyo1_1280.jpg?1436385909","Gundam Unicorn","","7","59","2014-01-01","[{'name': 'Action'}, {'name': 'Drama'}, {'name': 'Military'}, {'name': 'Mecha'}]","4.29309606819598","","","OVA","2010-02-20","Finished Airing","U.C. 0096...
The manufacturing colony Industrial 7, which is still under construction, floats at Lagrange point 1.
A youth named Banagher Links, who grew up without knowing his father, meets a mysterious girl who has stowed away on a ship bound for Industrial 7. As the white mobile suit Unicorn undergoes repeated tests and becomes the subject of diverse speculations, the hands of time begin to move.
Banagher does not yet know that he has been caught up in the conflict surrounding Laplace's Box.
What is Laplace's Box? 
What secret does it contain? 
The hundred-year curse of the Universal Century is about to be resolved.
(Source: Mobile Suit Gundam Unicorn Official Website)","Mobile Suit Gundam Unicorn","anime","https://hummingbird.me/anime/mobile-suit-gundam-unicorn","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/242/large/242.jpg?1416234977","GunGrave","","26","25","2004-03-30","[{'name': 'Action'}, {'name': 'Drama'}, {'name': 'Sci-Fi'}, {'name': 'Super Power'}]","3.91570810528152","","","TV","2003-10-07","Finished Airing","After a tragic scene with the murder of his friends, Brandon Heat follows his only friend Harry McDowel into Millennion, the largest mafia syndicate. While Harry McDowel is striving for power, Brandon is only staying in Millennion to see the girl he loves whose custody was gained by the leader of Millennion, Big Daddy. But as the years pass and Brandon proves loyal to Millennion, Brandon learns the true purpose and passion of Millennion, and that's when true conflict arises. 
(Source: ANN)","Gungrave","anime","https://hummingbird.me/anime/gungrave","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/113/large/113.jpg?1408440726","Gunslinger Girl","","13","24","2004-02-19","[{'name': 'Action'}, {'name': 'Drama'}, {'name': 'Sci-Fi'}, {'name': 'Psychological'}]","3.81090321196165","","","TV","2003-10-08","Finished Airing","""Henrietta"" was an innocent little girl when her entire family was massacred and she was left for dead. She was rescued by a privately-owned social welfare organization and given cybernetic components over her battered body. Brainwashed by the organization, she and four other girls now work as cold-blooded assassins, doing the dirty work for the Italian government. (Source: ANN)","Gunslinger Girl","anime","https://hummingbird.me/anime/gunslinger-girl","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/005/680/large/5680.jpg?1408456155","Hack Quantum","","3","26","2011-04-07","[{'name': 'Action'}, {'name': 'Adventure'}, {'name': 'Sci-Fi'}, {'name': 'Fantasy'}]","3.70510787603327","","","OVA","2011-01-28","Finished Airing","Tobias, Mary, and Sakuya challenge the impregnable ""The One Sin"", but they lose their way in the maze and unintentionally trap other guild members. A mysterious cat is watching their blunder. Is it another player character or NPC? ",".hack//Quantum","anime","https://hummingbird.me/anime/hack-quantum","",""
"Aesthetica of a Rogue Hero","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/006/896/large/259649-1.jpg?1436914056","Hagure Yuusha no Estetika","","12","24","2012-09-21","[{'name': 'Action'}, {'name': 'Fantasy'}, {'name': 'Super Power'}, {'name': 'Ecchi'}]","3.45363618230571","","","TV","2012-07-06","Finished Airing","Hero defeats bad guy. Good triumphs over evil. The end. Or, at least that's how it usually goes. But what happens after the hero goes home? Our hero, Akatsuki Ousawa, is about to find out that sometimes the greatest adventure starts once happily ever after ends.

(Source: FUNimation)","Hagure Yuusha no Estetica","anime","https://hummingbird.me/anime/hagure-yuusha-no-estetica","",""
"None","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/354/large/7t6pvMr.jpg?1416717247","Haibane Renmei","","13","24","2002-12-19","[{'name': 'Drama'}, {'name': 'Fantasy'}, {'name': 'Slice of Life'}]","4.12892702785531","","","TV","2002-10-10","Finished Airing","A dream of falling from the sky... and then birth. Rakka is born from a large cocoon into the Old Home, greeted by a group of females with small wings on their backs and shining halos above their heads. Soon Rakkaâs own wings grow, a halo is placed on her head and she is told that she must work in the nearby town of Grie. She soon realizes that the town and the entire world they live in are confined behind the Wall, a tall, impenetrable wall that none except the mysterious Toga are allowed to exit. 
(Source: ANN) ","Haibane Renmei","anime","https://hummingbird.me/anime/haibane-renmei","",""
